TRANSCRIPT	NS_POLY	S_POLY	NS_FIX	S_FIX	codons	final_NI	alpha	final_FET
FBtr0290008	55	27	5	10	167	4.0741	-3.0741	0.0199 
FBtr0290009	18	102	4	20	785	0.8824	0.1176	0.7639 
FBtr0290010	46	163	13	74	1501	1.6064	-0.6064	0.2019 
FBtr0290011	55	196	9	122	2007	3.8039	-2.8039	0.0001 
FBtr0290012	9	16	0	5	189	0.0000	1	0.2860 
FBtr0290013	5	89	0	26	919	0.0000	1	0.5840 
FBtr0290014	33	283	1	115	2399	13.4099	-12.4099	0.0004 
FBtr0290015	3	85	0	23	857	0.0000	1	1.0000 
FBtr0290016	21	44	30	104	1437	1.6545	-0.6545	0.1659 
FBtr0290017	18	35	23	93	1291	2.0795	-1.0795	0.0545 
FBtr0290018	31	26	6	20	366	3.9744	-2.9744	0.0093 
FBtr0290019	41	81	7	109	1635	7.8818	-6.8818	0.0000 
FBtr0290020	12	49	682	260	476	0.0934	0.9066	0.0000 
FBtr0290021	30	54	3	24	414	4.4444	-3.4444	0.0158 
FBtr0290022	2	13	6	12	212	0.3077	0.6923	0.2419 
FBtr0290023	9	112	1	35	836	2.8125	-1.8125	0.4562 
FBtr0290024	11	5	2	3	129	3.3000	-2.3	0.3254 
FBtr0290025	44	100	43	46	1199	0.4707	0.5293	0.0081 
FBtr0290026	51	106	45	52	1346	0.5560	0.444	0.0330 
FBtr0290030	20	60	683	294	693	0.1435	0.8565	0.0000 
FBtr0290031	21	92	6	17	835	0.6467	0.3533	0.4009 
FBtr0290032	21	92	6	17	835	0.6467	0.3533	0.4009 
FBtr0290033	26	28	30	54	591	1.6714	-0.6714	0.1593 
FBtr0290034	5	36	0	31	773	0.0000	1	0.0657 
FBtr0290035	6	41	4	36	825	1.3171	-0.3171	0.7477 
FBtr0290036	10	10	3	5	164	1.6667	-0.6667	0.6860 
FBtr0290037	33	73	16	69	986	1.9495	-0.9495	0.0666 
FBtr0290038	58	174	25	57	1606	0.7600	0.24	0.3822 
FBtr0290039	58	174	25	57	1606	0.7600	0.24	0.3822 
FBtr0290040	58	174	25	57	1606	0.7600	0.24	0.3822 
FBtr0290041	62	176	27	57	1661	0.7437	0.2563	0.3208 
FBtr0290042	31	29	18	40	775	2.3755	-1.3755	0.0262 
FBtr0290043	4	4	1	5	178	5.0000	-4	0.3007 
FBtr0290044	8	11	1	15	405	10.9091	-9.9091	0.0221 
FBtr0290046	52	111	12	65	1507	2.5375	-1.5375	0.0078 
FBtr0290050	68	124	6	64	1154	5.8495	-4.8495	0.0000 
FBtr0290051	1549	764	7	59	1166	17.0888	-16.0888	0.0000 
FBtr0290052	190	94	22	24	358	2.2050	-1.205	0.0194 
FBtr0290053	16	24	2	16	290	5.3333	-4.3333	0.0341 
FBtr0290055	472	179	22	48	396	5.7532	-4.7532	0.0000 
FBtr0290056	56	55	23	32	970	1.4166	-0.4166	0.3248 
FBtr0290057	51	49	23	29	906	1.3123	-0.3123	0.4950 
FBtr0290059	62	58	46	99	1405	2.3006	-1.3006	0.0011 
FBtr0290060	50	49	27	91	1243	3.4392	-2.4392	0.0000 
FBtr0290062	18	17	15	12	233	0.8471	0.1529	0.8013 
FBtr0290063	2	24	0	7	375	0.0000	1	1.0000 
FBtr0290064	2	24	0	7	364	0.0000	1	1.0000 
FBtr0290065	30	65	5	31	897	2.8615	-1.8615	0.0476 
FBtr0290066	1	3	0	3	162	0.0000	1	1.0000 
FBtr0290069	58	124	41	74	2169	0.8442	0.1558	0.5289 
FBtr0290071	42	74	8	47	602	3.3345	-2.3345	0.0038 
FBtr0290073	17	30	68	93	1099	0.7750	0.225	0.5030 
FBtr0290075	38	70	21	21	635	0.5429	0.4571	0.1359 
FBtr0290076	46	95	28	25	737	0.4323	0.5677	0.0127 
FBtr0290077	91	190	35	50	1267	0.6842	0.3158	0.1523 
FBtr0290078	99	198	36	52	1348	0.7222	0.2778	0.2047 
FBtr0290079	1076	600	22	34	918	2.7715	-1.7715	0.0002 
FBtr0290080	73	158	27	41	1094	0.7016	0.2984	0.2426 
FBtr0290081	94	190	35	50	1285	0.7068	0.2932	0.1950 
FBtr0290082	70	158	27	41	1076	0.6728	0.3272	0.1860 
FBtr0290083	48	54	12	20	325	1.4815	-0.4815	0.4168 
FBtr0290085	3	8	3	4	104	0.5000	0.5	0.6267 
FBtr0290086	38	69	12	34	542	1.5604	-0.5604	0.3473 
FBtr0290087	31	52	8	32	302	2.3846	-1.3846	0.0638 
FBtr0290088	114	431	65	167	3691	0.6796	0.3204	0.0403 
FBtr0290089	5	29	2	12	355	1.0345	-0.0345	1.0000 
FBtr0290092	18	18	10	20	487	2.0000	-1	0.2152 
FBtr0290093	52	265	10	126	2544	2.4725	-1.4725	0.0108 
FBtr0290095	876	454	0	26	750	0.0000	1	0.0000 
FBtr0290096	59	172	26	77	1546	1.0159	-0.0159	1.0000 
FBtr0290103	37	96	11	51	1108	1.7869	-0.7869	0.1545 
FBtr0290104	31	85	9	49	998	1.9856	-0.9856	0.1263 
FBtr0290107	11	62	7	29	552	0.7350	0.265	0.5903 
FBtr0290109	25	86	5	23	1262	1.3372	-0.3372	0.7977 
FBtr0290110	25	86	5	23	1289	1.3372	-0.3372	0.7977 
FBtr0290111	27	65	5	17	885	1.4123	-0.4123	0.6077 
FBtr0290112	35	106	15	100	1601	2.2013	-1.2013	0.0258 
FBtr0290115	48	61	14	103	1269	5.7892	-4.7892	0.0000 
FBtr0290116	10	14	10	30	448	2.1429	-1.1429	0.1779 
FBtr0290119	59	633	15	189	3557	1.1744	-0.1744	0.6658 
FBtr0290120	68	117	16	24	1080	0.8718	0.1282	0.7209 
FBtr0290121	3	92	4	25	2047	0.2038	0.7962	0.0513 
FBtr0290122	333	193	9	15	280	2.8756	-1.8756	0.0163 
FBtr0290123	10	23	2	7	149	1.5217	-0.5217	1.0000 
FBtr0290124	23	40	6	42	535	4.0250	-3.025	0.0047 
FBtr0290125	7	4	4	10	185	4.3750	-3.375	0.1160 
FBtr0290130	6	46	3	18	292	0.7826	0.2174	0.7106 
FBtr0290131	20	79	9	97	1229	2.7286	-1.7286	0.0261 
FBtr0290135	22	28	36	60	773	1.3095	-0.3095	0.4793 
FBtr0290136	45	133	11	32	740	0.9843	0.0157	1.0000 
FBtr0290137	41	73	15	43	690	1.6100	-0.61	0.2287 
FBtr0290138	19	75	10	51	691	1.2920	-0.292	0.6744 
FBtr0290139	25	67	11	45	695	1.5265	-0.5265	0.3299 
FBtr0290140	15	62	14	43	695	0.7431	0.2569	0.5282 
FBtr0290141	19	54	16	36	695	0.7917	0.2083	0.6865 
FBtr0290142	12	69	34	37	476	0.1893	0.8107	0.0000 
FBtr0290197	12	49	13	20	465	0.3768	0.6232	0.0512 
FBtr0290198	18	22	29	17	297	0.4796	0.5204	0.1287 
FBtr0290199	6	20	1	6	196	1.8000	-0.8	1.0000 
FBtr0290201	583	288	26	29	521	2.2579	-1.2579	0.0049 
FBtr0290204	17	9	2	3	15	2.8333	-1.8333	0.3499 
FBtr0290205	0	5	4	14	158	0.0000	1	0.5392 
FBtr0290206	12	18	12	41	853	2.2778	-1.2778	0.1306 
FBtr0290207	15	72	3	33	655	2.2917	-1.2917	0.2683 
FBtr0290208	9	71	0	30	637	0.0000	1	0.1105 
FBtr0290209	11	62	7	29	552	0.7350	0.265	0.5903 
FBtr0290210	11	62	7	29	552	0.7350	0.265	0.5903 
FBtr0290211	3	17	3	11	147	0.6471	0.3529	0.6722 
FBtr0290212	14	15	17	44	539	2.4157	-1.4157	0.0634 
FBtr0290214	7	17	6	4	107	0.2745	0.7255	0.1297 
FBtr0290215	7	6	24	28	361	1.3611	-0.3611	0.7588 
FBtr0290216	5	18	1	7	129	1.9444	-0.9444	1.0000 
FBtr0290217	6	10	0	7	98	0.0000	1	0.1243 
FBtr0290218	0	5	1	2	119	0.0000	1	0.3750 
FBtr0290219	0	6	0	0	119	0.0000	1	1.0000 
FBtr0290220	24	27	23	12	208	0.4638	0.5362	0.1228 
FBtr0290221	5	11	0	5	150	0.0000	1	0.2776 
FBtr0290222	1	5	4	30	335	1.5000	-0.5	1.0000 
FBtr0290223	73	62	42	49	745	1.3737	-0.3737	0.2784 
FBtr0290224	16	10	4	3	113	1.2000	-0.2	1.0000 
FBtr0290225	12	20	1	9	170	5.4000	-4.4	0.1344 
FBtr0290227	28	121	13	58	842	1.0324	-0.0324	1.0000 
FBtr0290228	10	16	11	14	192	0.7955	0.2045	0.7793 
FBtr0290229	2	10	0	3	98	0.0000	1	1.0000 
FBtr0290230	63	225	37	97	2140	0.7341	0.2659	0.2192 
FBtr0290231	63	225	37	97	2140	0.7341	0.2659	0.2192 
FBtr0290232	63	225	37	97	2140	0.7341	0.2659	0.2192 
FBtr0290234	9	51	3	16	226	0.9412	0.0588	1.0000 
FBtr0290235	10	84	5	28	467	0.6667	0.3333	0.5346 
FBtr0290236	34	48	18	24	392	0.9444	0.0556	1.0000 
FBtr0290237	7	41	7	15	436	0.3659	0.6341	0.1149 
FBtr0290238	7	41	7	15	441	0.3659	0.6341	0.1149 
FBtr0290239	66	90	18	43	564	1.7519	-0.7519	0.0900 
FBtr0290240	66	90	18	43	564	1.7519	-0.7519	0.0900 
FBtr0290241	29	24	33	40	699	1.4646	-0.4646	0.3671 
FBtr0290242	57	43	71	41	472	0.7655	0.2345	0.3991 
FBtr0290243	12	22	4	18	223	2.4545	-1.4545	0.2300 
FBtr0290244	2	47	0	20	387	0.0000	1	1.0000 
FBtr0290245	38	87	15	32	601	0.9318	0.0682	0.8547 
FBtr0290246	48	102	18	39	771	1.0196	-0.0196000000000001	1.0000 
FBtr0290247	2	2	0	5	85	0.0000	1	0.1667 
FBtr0290248	28	28	4	11	209	2.7500	-1.75	0.1468 
FBtr0290249	8	7	10	36	449	4.1143	-3.1143	0.0270 
FBtr0290250	11	12	16	48	576	2.7500	-1.75	0.0646 
FBtr0290252	11	7	7	6	102	1.3469	-0.3469	0.7270 
FBtr0290253	34	65	8	32	666	2.0923	-1.0923	0.1068 
FBtr0290254	3	31	1	19	317	1.8387	-0.8387	1.0000 
FBtr0290255	483	276	372	190	826	0.8938	0.1062	0.3517 
FBtr0290256	2	19	0	9	343	0.0000	1	1.0000 
FBtr0290258	2	20	0	9	395	0.0000	1	1.0000 
FBtr0290259	2	30	1	26	496	1.7333	-0.7333	1.0000 
FBtr0290260	10	51	13	36	574	0.5430	0.457	0.2406 
FBtr0290262	9	27	1	16	365	5.3333	-4.3333	0.1405 
FBtr0290263	9	26	1	14	328	4.8462	-3.8462	0.2459 
FBtr0290266	6	17	5	40	377	2.8235	-1.8235	0.1639 
FBtr0290267	8	16	2	18	396	4.5000	-3.5	0.0834 
FBtr0290268	142	302	50	118	2155	1.1097	-0.1097	0.6265 
FBtr0290269	57	91	10	74	989	4.6352	-3.6352	0.0000 
FBtr0290271	23	79	10	34	739	0.9899	0.0101	1.0000 
FBtr0290272	1	23	2	8	129	0.1739	0.8261	0.2005 
FBtr0290273	18	34	13	54	531	2.1991	-1.1991	0.0912 
FBtr0290274	18	34	13	54	531	2.1991	-1.1991	0.0912 
FBtr0290275	15	30	10	26	374	1.3000	-0.3	0.6354 
FBtr0290276	11	17	6	15	190	1.6176	-0.6176	0.5490 
FBtr0290277	137	99	114	123	1616	1.4931	-0.4931	0.0341 
FBtr0290278	24	11	38	28	324	1.6077	-0.6077	0.3905 
FBtr0290279	26	9	31	19	289	1.7706	-0.7706	0.2530 
FBtr0290280	5	9	1	13	163	7.2222	-6.2222	0.1647 
FBtr0290281	49	162	27	80	1173	0.8962	0.1038	0.6793 
FBtr0290282	8	10	15	10	153	0.5333	0.4667	0.3652 
FBtr0290283	7	35	1	9	496	1.8000	-0.8	1.0000 
FBtr0290284	14	22	15	30	368	1.2727	-0.2727	0.6463 
FBtr0290285	22	29	9	20	268	1.6858	-0.6858	0.3442 
FBtr0290287	137	75	24	19	351	1.4461	-0.4461	0.3006 
FBtr0290289	12	44	0	14	409	0.0000	1	0.1066 
FBtr0290290	40	56	22	24	459	0.7792	0.2208	0.5880 
FBtr0290291	8	31	1	30	475	7.7419	-6.7419	0.0376 
FBtr0290292	2	29	0	8	601	0.0000	1	1.0000 
FBtr0290293	569	297	17	25	559	2.8174	-1.8174	0.0014 
FBtr0290295	65	129	13	43	833	1.6667	-0.6667	0.1899 
FBtr0290296	192	88	21	18	232	1.8701	-0.8701	0.0723 
FBtr0290297	46	111	23	38	867	0.6847	0.3153	0.2577 
FBtr0290300	20	85	4	29	778	1.7059	-0.7059	0.4391 
FBtr0290302	26	168	15	38	1314	0.3921	0.6079	0.0202 
FBtr0290303	13	99	1	24	807	3.1515	-2.1515	0.4651 
FBtr0290304	40	33	16	11	339	0.8333	0.1667	0.8212 
FBtr0290305	5	4	5	0	148	0.0000	1	0.2208 
FBtr0290306	4	3	3	0	100	0.0000	1	0.4750 
FBtr0290307	6	7	1	6	70	5.1429	-4.1429	0.3285 
FBtr0290308	4	10	0	7	180	0.0000	1	0.2550 
FBtr0290309	30	21	18	18	256	1.4286	-0.4286	0.5124 
FBtr0290311	31	134	3	21	813	1.6194	-0.6194	0.5781 
FBtr0290312	35	147	5	25	956	1.1905	-0.1905	1.0000 
FBtr0290313	35	145	5	26	870	1.2552	-0.2552	0.8066 
FBtr0290314	35	145	5	25	894	1.2069	-0.2069	1.0000 
FBtr0290315	34	145	5	25	895	1.1724	-0.1724	1.0000 
FBtr0290316	35	147	5	25	935	1.1905	-0.1905	1.0000 
FBtr0290317	35	147	5	26	944	1.2381	-0.2381	0.8071 
FBtr0290318	34	145	5	25	925	1.1724	-0.1724	1.0000 
FBtr0290319	28	33	9	29	652	2.7340	-1.734	0.0332 
FBtr0290320	29	37	10	34	699	2.6649	-1.6649	0.0263 
FBtr0290321	13	20	5	19	438	2.4700	-1.47	0.1606 
FBtr0290322	42	68	38	92	1106	1.4954	-0.4954	0.1696 
FBtr0290323	7	13	12	17	360	0.7628	0.2372	0.7688 
FBtr0290324	9	22	9	61	809	2.7727	-1.7727	0.0877 
FBtr0290325	7	12	10	20	349	1.1667	-0.1667	1.0000 
FBtr0290326	9	26	5	25	630	1.7308	-0.7308	0.5464 
FBtr0290327	3	19	3	20	492	1.0526	-0.0526	1.0000 
FBtr0290328	8	42	3	19	517	1.2063	-0.2063	1.0000 
FBtr0290334	51	65	20	55	1252	2.1577	-1.1577	0.0212 
FBtr0290335	45	55	16	53	1114	2.7102	-1.7102	0.0054 
FBtr0290340	39	123	20	67	1152	1.0622	-0.0622	0.8772 
FBtr0290341	16	18	2	4	151	1.7778	-0.7778	0.6726 
FBtr0299507	42	101	53	84	1351	0.6591	0.3409	0.1030 
FBtr0299508	10	6	1	10	89	16.6667	-15.6667	0.0076 
FBtr0299509	9	73	0	59	1076	0.0000	1	0.0104 
FBtr0299510	2	59	0	48	819	0.0000	1	0.5025 
FBtr0299513	19	73	4	25	557	1.6267	-0.6267	0.5884 
FBtr0299514	249	164	13	28	559	3.2702	-2.2702	0.0007 
FBtr0299515	19	45	4	34	648	3.5889	-2.5889	0.0287 
FBtr0299516	63	120	43	91	1415	1.1110	-0.111	0.7182 
FBtr0299517	18	18	24	25	318	1.0417	-0.0417000000000001	1.0000 
FBtr0299518	7	4	15	11	175	1.2833	-0.2833	1.0000 
FBtr0299519	3	17	1	15	314	2.6471	-1.6471	0.6129 
FBtr0299520	25	80	17	120	1674	2.2059	-1.2059	0.0257 
FBtr0299522	5	147	10	81	1298	0.2755	0.7245	0.0249 
FBtr0299523	15	156	21	94	1412	0.4304	0.5696	0.0280 
FBtr0299524	39	186	35	111	1692	0.6650	0.335	0.1433 
FBtr0299525	11	149	15	85	1441	0.4183	0.5817	0.0539 
FBtr0299526	51	177	59	113	1829	0.5519	0.4481	0.0093 
FBtr0299527	90	115	42	49	712	0.9130	0.087	0.8001 
FBtr0299528	1360	816	125	146	2195	1.9467	-0.9467	0.0000 
FBtr0299530	3	22	0	18	305	0.0000	1	0.2525 
FBtr0299531	26	23	6	16	282	3.0145	-2.0145	0.0700 
FBtr0299534	6	69	1	54	837	4.6957	-3.6957	0.2375 
FBtr0299535	13	106	4	78	1459	2.3915	-1.3915	0.1964 
FBtr0299537	13	126	4	38	1031	0.9802	0.0198	1.0000 
FBtr0299538	18	137	4	39	1100	1.2810	-0.281	0.7897 
FBtr0299539	93	180	9	42	1190	2.4111	-1.4111	0.0214 
FBtr0299540	48	15	12	6	43	1.6000	-0.6	0.5425 
FBtr0299542	10	10	3	5	118	1.6667	-0.6667	0.6860 
FBtr0299543	1	20	0	5	154	0.0000	1	1.0000 
FBtr0299544	22	126	1	48	952	8.3810	-7.381	0.0182 
FBtr0299546	7	68	1	15	542	1.5441	-0.5441	1.0000 
FBtr0299547	28	93	5	23	751	1.3849	-0.3849	0.6228 
FBtr0299548	12	239	1	82	1803	4.1172	-3.1172	0.1983 
FBtr0299549	19	250	1	86	2033	6.5360	-5.536	0.0342 
FBtr0299550	13	249	1	81	1804	4.2289	-3.2289	0.2017 
FBtr0299551	21	250	1	86	2067	7.2240	-6.224	0.0215 
FBtr0299552	14	239	1	82	1828	4.8033	-3.8033	0.1286 
FBtr0299553	6	36	20	19	281	0.1583	0.8417	0.0007 
FBtr0299554	2	31	19	19	223	0.0645	0.9355	0.0001 
FBtr0299555	2	31	19	19	223	0.0645	0.9355	0.0001 
FBtr0299556	15	54	26	24	384	0.2564	0.7436	0.0008 
FBtr0299558	25	35	7	18	460	1.8367	-0.8367	0.3267 
FBtr0299559	3	14	0	6	166	0.0000	1	0.5392 
FBtr0299560	26	24	1	5	136	5.4167	-4.4167	0.1946 
FBtr0299561	26	24	1	5	136	5.4167	-4.4167	0.1946 
FBtr0299562	10	38	0	12	194	0.0000	1	0.1879 
FBtr0299563	8	1	6	8	68	10.6667	-9.6667	0.0397 
FBtr0299564	21	73	3	24	546	2.3014	-1.3014	0.2762 
FBtr0299565	17	26	3	17	213	3.7051	-2.7051	0.0803 
FBtr0299566	23	11	31	39	415	2.6305	-1.6305	0.0360 
FBtr0299568	39	48	12	18	388	1.2188	-0.2188	0.6755 
FBtr0299569	0	6	0	7	215	0.0000	1	1.0000 
FBtr0299570	15	83	14	35	548	0.4518	0.5482	0.0778 
FBtr0299571	9	6	6	4	92	1.0000	0	1.0000 
FBtr0299572	46	125	15	29	1246	0.7115	0.2885	0.3534 
FBtr0299573	20	103	4	26	974	1.2621	-0.2621	0.7875 
FBtr0299575	47	145	18	84	1342	1.5126	-0.5126	0.1880 
FBtr0299576	3	17	0	7	145	0.0000	1	0.5453 
FBtr0299577	21	26	52	27	326	0.4194	0.5806	0.0254 
FBtr0299578	28	35	72	29	427	0.3222	0.6778	0.0009 
FBtr0299579	4	61	6	23	1255	0.2514	0.7486	0.0640 
FBtr0299580	4	63	6	24	1266	0.2540	0.746	0.0648 
FBtr0299581	16	73	15	28	1489	0.4091	0.5909	0.0475 
FBtr0299582	4	63	6	24	1266	0.2540	0.746	0.0648 
FBtr0299583	4	61	6	23	1242	0.2514	0.7486	0.0640 
FBtr0299585	19	122	6	59	985	1.5314	-0.5314	0.4936 
FBtr0299586	16	38	2	51	693	10.7368	-9.7368	0.0005 
FBtr0299587	89	127	157	118	1832	0.5267	0.4733	0.0005 
FBtr0299588	117	417	65	162	3547	0.6993	0.3007	0.0513 
FBtr0299589	98	417	33	149	3483	1.0611	-0.0610999999999999	0.8261 
FBtr0299590	5	5	22	16	92	0.7273	0.2727	0.7291 
FBtr0299591	21	30	5	21	286	2.9400	-1.94	0.0749 
FBtr0299594	16	36	4	24	425	2.6667	-1.6667	0.1748 
FBtr0299596	24	70	11	28	635	0.8727	0.1273	0.8294 
FBtr0299599	50	47	73	32	563	0.4663	0.5337	0.0098 
FBtr0299600	0	5	0	3	128	0.0000	1	1.0000 
FBtr0299601	7	12	17	8	129	0.2745	0.7255	0.0664 
FBtr0299602	7	12	17	8	129	0.2745	0.7255	0.0664 
FBtr0299603	13	87	7	37	654	0.7898	0.2102	0.6124 
FBtr0299605	306	126	35	26	569	1.8041	-0.8041	0.0384 
FBtr0299606	88	188	33	68	1465	0.9645	0.0355	0.9013 
FBtr0299607	79	182	26	70	1382	1.1686	-0.1686	0.6020 
FBtr0299610	26	106	6	51	660	2.0849	-1.0849	0.1429 
FBtr0299614	9	25	8	10	198	0.4500	0.55	0.2244 
FBtr0299615	49	171	21	79	1277	1.0780	-0.0780000000000001	0.8844 
FBtr0299616	39	90	9	23	578	1.1074	-0.1074	1.0000 
FBtr0299617	24	76	7	22	434	0.9925	0.00749999999999995	1.0000 
FBtr0299619	3	40	1	13	607	0.9750	0.025	1.0000 
FBtr0299622	19	53	13	19	455	0.5239	0.4761	0.1709 
FBtr0299623	64	110	58	66	1301	0.6621	0.3379	0.0948 
FBtr0299624	28	74	34	42	741	0.4674	0.5326	0.0181 
FBtr0299625	19	53	13	19	455	0.5239	0.4761	0.1709 
FBtr0299632	13	90	4	37	657	1.3361	-0.3361	0.7788 
FBtr0299633	19	106	8	37	678	0.8290	0.171	0.6437 
FBtr0299635	45	162	6	75	1495	3.4722	-2.4722	0.0034 
FBtr0299637	12	32	1	37	677	13.8750	-12.875	0.0022 
FBtr0299639	22	31	13	47	912	2.5658	-1.5658	0.0264 
FBtr0299640	42	124	6	47	960	2.6532	-1.6532	0.0359 
FBtr0299641	48	156	7	50	1107	2.1978	-1.1978	0.0688 
FBtr0299642	6	48	3	38	793	1.5833	-0.5833	0.7274 
FBtr0299645	17	54	14	40	956	0.8995	0.1005	0.8365 
FBtr0299646	13	54	14	49	931	0.8426	0.1574	0.8292 
FBtr0299647	18	55	15	46	983	1.0036	-0.00360000000000005	1.0000 
FBtr0299648	19	56	16	46	994	0.9754	0.0246	1.0000 
FBtr0299649	35	58	38	52	922	0.8258	0.1742	0.5489 
FBtr0299650	20	47	30	40	802	0.5674	0.4326	0.1553 
FBtr0299651	32	62	32	47	1039	0.7581	0.2419	0.4305 
FBtr0299652	6	19	3	8	226	0.8421	0.1579	1.0000 
FBtr0299656	9	15	3	6	219	1.2000	-0.2	1.0000 
FBtr0299657	6	16	2	9	189	1.6875	-0.6875	0.6870 
FBtr0299658	51	96	26	66	1310	1.3486	-0.3486	0.3223 
FBtr0299660	8	23	3	22	400	2.5507	-1.5507	0.3118 
FBtr0299661	27	44	5	37	699	4.5409	-3.5409	0.0027 
FBtr0299662	34	51	6	41	786	4.5556	-3.5556	0.0014 
FBtr0299663	36	84	9	22	654	1.0476	-0.0476000000000001	1.0000 
FBtr0299667	2	19	2	9	145	0.4737	0.5263	0.5932 
FBtr0299668	7	20	4	6	160	0.5250	0.475	0.4417 
FBtr0299669	692	319	28	49	576	3.7962	-2.7962	0.0000 
FBtr0299672	51	74	22	35	618	1.0964	-0.0964	0.8708 
FBtr0299673	42	87	10	56	608	2.7034	-1.7034	0.0102 
FBtr0299674	48	76	30	57	594	1.2000	-0.2	0.5645 
FBtr0299675	206	94	44	17	257	0.8467	0.1533	0.6501 
FBtr0299676	42	94	23	61	993	1.1850	-0.185	0.6492 
FBtr0299677	56	55	33	44	593	1.3576	-0.3576	0.3730 
FBtr0299678	42	100	18	45	611	1.0500	-0.05	1.0000 
FBtr0299680	3	0	12	1	23	0.0000	1	1.0000 
FBtr0299681	29	72	10	53	670	2.1347	-1.1347	0.0888 
FBtr0299682	9	9	11	9	121	0.8182	0.1818	1.0000 
FBtr0299683	32	45	20	18	351	0.6400	0.36	0.3205 
FBtr0299684	39	68	8	26	562	1.8640	-0.864	0.2113 
FBtr0299685	1	7	0	2	77	0.0000	1	1.0000 
FBtr0299686	0	2	0	2	48	0.0000	1	1.0000 
FBtr0299687	0	2	0	2	48	0.0000	1	1.0000 
FBtr0299688	3	12	2	5	121	0.6250	0.375	1.0000 
FBtr0299689	3	12	2	5	121	0.6250	0.375	1.0000 
FBtr0299690	59	52	22	40	513	2.0629	-1.0629	0.0274 
FBtr0299691	0	7	1	3	95	0.0000	1	0.3636 
FBtr0299692	0	7	1	3	95	0.0000	1	0.3636 
FBtr0299693	0	7	1	3	95	0.0000	1	0.3636 
FBtr0299694	4	7	4	4	61	0.5714	0.4286	0.6577 
FBtr0299695	4	7	4	4	61	0.5714	0.4286	0.6577 
FBtr0299696	0	3	0	0	92	0.0000	1	1.0000 
FBtr0299697	4	66	3	24	486	0.4848	0.5152	0.3937 
FBtr0299698	38	82	9	56	1064	2.8835	-1.8835	0.0081 
FBtr0299699	29	76	7	46	909	2.5075	-1.5075	0.0460 
FBtr0299700	54	96	14	66	1233	2.6518	-1.6518	0.0038 
FBtr0299705	15	131	3	35	1021	1.3359	-0.3359	1.0000 
FBtr0299706	34	161	7	45	1290	1.3576	-0.3576	0.6748 
FBtr0299707	30	79	9	28	746	1.1814	-0.1814	0.8308 
FBtr0299709	35	49	11	139	1866	9.0260	-8.026	0.0000 
FBtr0299710	59	52	38	134	1817	4.0010	-3.001	0.0000 
FBtr0299711	28	66	3	25	1064	3.5354	-2.5354	0.0489 
FBtr0299718	41	72	15	52	838	1.9741	-0.9741	0.0667 
FBtr0299719	26	43	8	31	525	2.3430	-1.343	0.0849 
FBtr0299720	32	50	11	37	637	2.1527	-1.1527	0.0818 
FBtr0299721	18	32	31	17	236	0.3085	0.6915	0.0083 
FBtr0299728	13	41	4	28	722	2.2195	-1.2195	0.2657 
FBtr0299729	37	57	17	50	1051	1.9092	-0.9092	0.0899 
FBtr0299736	1	13	0	6	131	0.0000	1	1.0000 
FBtr0299737	1	13	0	6	131	0.0000	1	1.0000 
FBtr0299738	1	13	0	6	131	0.0000	1	1.0000 
FBtr0299739	4	24	0	7	251	0.0000	1	0.5620 
FBtr0299740	30	51	3	12	451	2.3529	-1.3529	0.2486 
FBtr0299741	27	40	3	11	331	2.4750	-1.475	0.2335 
FBtr0299742	12	30	3	21	580	2.8000	-1.8	0.2216 
FBtr0299743	26	56	14	27	829	0.8954	0.1046	0.8394 
FBtr0299744	43	53	13	52	981	3.2453	-2.2453	0.0013 
FBtr0299745	12	30	3	21	580	2.8000	-1.8	0.2216 
FBtr0299746	13	31	5	21	599	1.7613	-0.7613	0.4061 
FBtr0299747	55	84	19	56	1229	1.9298	-0.9298	0.0498 
FBtr0299748	6	27	1	19	511	4.2222	-3.2222	0.2333 
FBtr0299749	12	30	3	21	580	2.8000	-1.8	0.2216 
FBtr0299750	12	30	3	21	580	2.8000	-1.8	0.2216 
FBtr0299751	97	161	31	90	2039	1.7491	-0.7491	0.0266 
FBtr0299752	6	27	1	19	511	4.2222	-3.2222	0.2333 
FBtr0299753	9	34	1	20	580	5.2941	-4.2941	0.1458 
FBtr0299754	14	178	7	52	1151	0.5843	0.4157	0.2854 
FBtr0299755	23	200	7	62	1325	1.0186	-0.0185999999999999	1.0000 
FBtr0299756	25	189	14	58	1216	0.5480	0.452	0.1127 
FBtr0299757	27	206	13	63	1350	0.6352	0.3648	0.2384 
FBtr0299758	12	175	7	51	1095	0.4996	0.5004	0.1669 
FBtr0299759	18	184	13	53	1176	0.3988	0.6012	0.0254 
FBtr0299760	12	175	7	51	1091	0.4996	0.5004	0.1669 
FBtr0299761	14	178	7	52	1151	0.5843	0.4157	0.2854 
FBtr0299762	27	192	14	59	1276	0.5926	0.4074	0.1728 
FBtr0299763	27	192	14	59	1276	0.5926	0.4074	0.1728 
FBtr0299764	31	198	20	60	1301	0.4697	0.5303	0.0227 
FBtr0299765	21	197	7	61	1265	0.9289	0.0711000000000001	0.8190 
FBtr0299766	11	38	0	22	578	0.0000	1	0.0139 
FBtr0299767	11	38	0	22	578	0.0000	1	0.0139 
FBtr0299768	11	38	0	22	578	0.0000	1	0.0139 
FBtr0299769	11	38	0	22	578	0.0000	1	0.0139 
